Lj	Data	Item	Quantidade	Estoque	Fator	Peso	Estoque Loja	MDV	Norma	Lastro
20	06/04/2026	108003	3	1060	10	11	109	2,543	72	9
20	06/04/2026	108416	8	247	6	48	365	27,514	40	10
20	06/04/2026	112239	2	36	6	40	30	1,086	40	8
20	06/04/2026	117661	1	420	10	2	1	0,257	104	13
20	06/04/2026	118149	2	3295	27	12	26	2,8	165	15
20	06/04/2026	118484	2	280	4	13	39	1,314	40	4
20	06/04/2026	118514	3	3050	6	40	60	4,286	80	20
20	06/04/2026	118880	1	1500	20	10	49	2,829	48	8
20	06/04/2026	121095	1	288	12	7	47	2,743	96	16
20	06/04/2026	125819	1	768	64	5	255	10,114	200	10
20	06/04/2026	129978	1	456	24	8	42	0,857	50	10
20	06/04/2026	132916	1	3411	180	3	279	5,743	88	8
20	06/04/2026	134606	1	1215	15	3	15	0,857	40	5
20	06/04/2026	134811	1	281	22	3	1	1,229	198	18
20	06/04/2026	141222	3	420	6	38	98	2,629	80	20
20	06/04/2026	141246	2	1290	6	25	60	2,829	80	20
20	06/04/2026	142366	3	1621	27	17	270	17,629	165	15
20	06/04/2026	143264	2	565	6	25	47	0,771	100	20
20	06/04/2026	153874	2	9813	20	21	531	12,857	30	6
20	06/04/2026	155144	1	792	12	11	8	1,486	275	11
20	06/04/2026	162791	1	1779	20	6	51	5,543	100	10
20	06/04/2026	163859	1	193	20	5	37	2,257	100	10
20	06/04/2026	163873	1	1136	20	6	12	3,229	100	10
20	06/04/2026	165297	1	96	12	13	13	0,229	40	10
20	06/04/2026	165990	1	421	30	10	49	6,657	72	9
20	06/04/2026	169677	1	1417	24	0	161	3,543	864	108
20	06/04/2026	171465	3	1886	6	37	201	16,486	112	28
20	06/04/2026	175593	1	1152	8	12	8	3,686	50	10
20	06/04/2026	175906	1	302	25	2	35	1,143	35	7
20	06/04/2026	177467	2	2181	9	4	59	3,429	40	8
20	06/04/2026	177498	1	216	12	4	13	0,314	126	21
20	06/04/2026	180832	1	335	48	4	0	0	162	9
20	06/04/2026	189569	1	229	22	3	37	1,486	198	11
20	06/04/2026	190923	2	108	12	9	38	2,543	48	6
20	06/04/2026	194679	2	1824	12	9	104	4,686	24	6
20	06/04/2026	200691	1	432	24	4	27	0,943	220	22
20	06/04/2026	200776	1	2304	48	1	60	6,857	288	18
20	06/04/2026	205566	1	1022	20	1	101	5,143	55	11
20	06/04/2026	206624	1	57	12	6	40	0,771	75	15
20	06/04/2026	207942	3	1931	12	39	123	7,029	85	17
20	06/04/2026	207980	3	2020	12	39	147	6,343	85	17
20	06/04/2026	209175	1	344	12	6	217	2,743	150	25
20	06/04/2026	211628	1	365	14	2	25	0,771	50	5
20	06/04/2026	215671	1	839	48	7	9	5,4	117	13
20	06/04/2026	216159	1	3899	10	10	32	7,657	105	15
20	06/04/2026	222891	1	519	8	12	36	2,2	55	5
20	06/04/2026	222945	5	185	6	10	43	1,771	160	32
20	06/04/2026	224307	1	315	12	17	18	0,2	44	11
20	06/04/2026	229081	1	575	12	6	18	0,343	120	20
20	06/04/2026	229241	1	216	12	7	21	0,2	120	20
20	06/04/2026	231572	2	216	12	5	59	2,171	100	20
20	06/04/2026	235334	1	2734	48	7	57	19,714	110	10
20	06/04/2026	235792	1	850	25	10	0	1,8	40	5
20	06/04/2026	237116	1	825	25	10	0	1,486	50	5
20	06/04/2026	241656	1	192	24	13	84	1,514	84	12
20	06/04/2026	247665	1	60	12	8	19	0,343	90	18
20	06/04/2026	250009	1	3487	50	5	54	7,143	48	6
20	06/04/2026	251983	1	216	24	8	45	0,943	190	10
20	06/04/2026	253444	1	120	6	12	6	0,257	60	15
20	06/04/2026	253505	1	174	6	12	15	0,486	60	15
20	06/04/2026	273664	1	275	24	24	0	1,057	96	16
20	06/04/2026	285032	3	681	12	20	97	6,057	50	10
20	06/04/2026	289214	1	527	10	0	41	0,029	112	14
20	06/04/2026	289276	2	884	10	2	0	0,343	112	14
20	06/04/2026	298230	1	3873	12	10	81	16,629	90	15
20	06/04/2026	300292	1	1392	24	5	59	4,914	160	20
20	06/04/2026	305143	1	1156	62	3	77	9,314	35	7
20	06/04/2026	308939	2	1115	6	13	126	4,571	160	32
20	06/04/2026	325998	1	620	20	10	37	2,943	18	6
20	06/04/2026	326742	1	1409	8	4	66	3,229	40	4
20	06/04/2026	329637	1	124	24	0	20	0,229	222	37
20	06/04/2026	331012	3	204	6	28	19	0,886	110	22
20	06/04/2026	333047	1	1080	24	7	106	3,029	104	13
20	06/04/2026	336208	2	13620	12	39	69	12,143	55	11
20	06/04/2026	344319	1	456	24	9	28	1,086	105	15
20	06/04/2026	352918	2	966	6	12	106	3,4	155	31
20	06/04/2026	363761	1	396	6	6	22	0,886	105	15
20	06/04/2026	364973	1	3816	12	6	60	6,8	108	18
20	06/04/2026	366410	1	306	18	9	31	0,829	60	10
20	06/04/2026	373715	1	714	6	6	33	0,686	120	15
20	06/04/2026	376396	1	1474	20	10	50	11,629	36	6
20	06/04/2026	377775	1	768	24	15	29	0,657	50	10
20	06/04/2026	381130	1	72	6	9	9	0,2	50	10
20	06/04/2026	389204	2	822	6	25	85	4,429	60	15
20	06/04/2026	393775	1	853	24	13	93	3,4	54	9
20	06/04/2026	440509	1	348	12	1	26	2,8	297	33
20	06/04/2026	472388	1	121	12	2	29	0,686	100	10
20	06/04/2026	474221	1	2792	12	12	48	17,114	96	16
20	06/04/2026	488594	1	2160	36	4	66	2,457	90	10
20	06/04/2026	497459	2	4983	24	20	265	30,457	104	13
20	06/04/2026	500913	1	648	24	4	18	0,371	220	22
20	06/04/2026	508919	1	3540	60	6	82	4,743	40	5
20	06/04/2026	520546	1	180	15	0	28	0,457	140	20
20	06/04/2026	525213	1	1254	24	11	125	2	66	11
20	06/04/2026	538749	1	675	6	9	22	2,2	88	22
20	06/04/2026	545617	1	1414	12	13	112	4,771	85	17
20	06/04/2026	566889	3	345	6	18	44	4,943	155	31
20	06/04/2026	579766	1	1344	16	3	81	3,2	180	20
20	06/04/2026	584531	1	1079	60	19	81	4,086	24	4
20	06/04/2026	586160	2	704	16	16	142	5,914	30	3
20	06/04/2026	593465	1	3456	72	11	0	4,914	75	15
20	06/04/2026	622950	1	2469	12	12	33	9,829	66	11
20	06/04/2026	629218	1	288	12	5	26	2	430	43
20	06/04/2026	636896	1	144	12	4	43	0,486	280	28
20	06/04/2026	641449	1	1950	150	0	37	4,343	150	15
20	06/04/2026	642521	1	3060	45	5	106	3,4	102	17
20	06/04/2026	644105	1	2246	65	4	215	21,514	52	13
20	06/04/2026	655699	1	7152	24	12	520	13,171	84	12
20	06/04/2026	657778	12	3793	8	192	25	17,857	75	15
20	06/04/2026	677004	1	71	20	0	0	0,629	75	15
20	06/04/2026	680592	2	2380	20	14	134	9,8	40	10
20	06/04/2026	688291	1	986	12	9	31	0,971	126	18
20	06/04/2026	688338	1	521	6	11	16	3,257	45	15
20	06/04/2026	691475	1	7775	48	0	15	9,257	50	10
20	06/04/2026	693103	1	504	12	13	26	1,457	45	9
20	06/04/2026	695237	2	1807	6	17	94	5,371	140	28
20	06/04/2026	695251	1	607	6	8	-1	0,8	112	28
20	06/04/2026	698894	1	742	12	11	54	4,057	70	10
20	06/04/2026	704427	3	383	6	9	18	1,543	900	30
20	06/04/2026	704854	1	1539	27	4	113	1,514	170	17
20	06/04/2026	704878	2	1536	10	20	30	28,743	70	10
20	06/04/2026	706155	5	1942	6	48	7	9,743	112	28
20	06/04/2026	707862	2	2015	15	60	103	5,086	35	7
20	06/04/2026	716406	1	63,32	10	8	46,02	1,606	40	10
20	06/04/2026	730761	1	336	28	5	168	3,914	56	7
20	06/04/2026	734493	1	444	12	18	11	1,029	56	14
20	06/04/2026	735919	4	2638	30	40	267	20,971	40	10
20	06/04/2026	738408	1	1008	24	10	46	2,4	64	8
20	06/04/2026	742290	1	598	30	4	56	0,943	160	20
20	06/04/2026	745758	1	361	24	13	22	0,171	72	12
20	06/04/2026	750158	1	955	10	10	656	10	100	10
20	06/04/2026	750677	1	3617	24	6	396	3,543	144	16
20	06/04/2026	755498	2	1551	6	28	83	7	80	16
20	06/04/2026	768467	1	408	12	13	18	1,343	60	12
20	06/04/2026	771085	1	138	6	8	12	0,514	140	28
20	06/04/2026	786010	1	555	24	11	28	2,543	48	8
20	06/04/2026	786560	2	797	6	4	67	3	540	45
20	06/04/2026	789301	1	314	6	8	4	0,6	112	28
20	06/04/2026	792332	2	619	6	2	29	1,486	767	59
20	06/04/2026	796811	1	3336	24	8	103	10,457	112	16
20	06/04/2026	814126	1	444	6	6	20	0,629	120	15
20	06/04/2026	814133	2	360	6	13	7	0,257	120	15
20	06/04/2026	835275	1	216	24	4	33	0,829	160	20
20	06/04/2026	838122	4	1326	8	43	154	5,343	25	5
20	06/04/2026	842129	1	190	12	3	10	0,914	75	15
20	06/04/2026	850032	1	480	24	4	62	3,686	84	14
20	06/04/2026	856225	1	642	15	2	56	6,514	35	7
20	06/04/2026	856287	1	459	27	3	189	9,971	42	6
20	06/04/2026	856294	1	403	27	3	27	5,543	49	7
20	06/04/2026	870887	1	543	9	2	15	1,486	72	8
20	06/04/2026	874021	1	180	16	7	19	0,743	165	15
20	06/04/2026	885515	1	528	12	2	15	0,286	112	8
20	06/04/2026	885539	1	252	12	2	24	0	112	8
20	06/04/2026	885638	1	276	12	2	5	0,143	120	8
20	06/04/2026	891196	1	800	40	5	76	1,229	105	15
20	06/04/2026	891219	1	800	40	5	47	2,486	105	15
20	06/04/2026	896207	1	210	15	6	28	0,514	221	17
20	06/04/2026	899659	1	1247	200	3	96	20,686	88	8
20	06/04/2026	902953	1	728	48	1	97	2,971	114	19
20	06/04/2026	903165	1	104	4	3	26	0,743	140	5
20	06/04/2026	904971	1	4260	30	2	27	1,457	120	24
20	06/04/2026	904988	1	1044	30	2	86	3,943	120	24
20	06/04/2026	904995	1	1170	30	2	60	2,714	120	24
20	06/04/2026	905046	1	1800	40	3	101	17,086	133	19
20	06/04/2026	908733	1	528	24	1	36	1,343	160	40
20	06/04/2026	908740	1	576	24	1	72	3,143	160	40
20	06/04/2026	908771	1	480	24	1	40	2,343	160	40
20	06/04/2026	908788	1	432	24	1	64	2,229	160	40
20	06/04/2026	908795	1	408	24	1	76	1,571	160	40
20	06/04/2026	908801	1	573	24	1	39	2,4	160	40
20	06/04/2026	910729	1	422	12	0	13	1	90	6
20	06/04/2026	910743	1	1750	24	17	39	3,143	48	12
20	06/04/2026	910774	1	312	8	14	49	1,029	54	6
20	06/04/2026	917476	2	648	6	0	43	1,4	72	18
20	06/04/2026	921961	2	2733	12	3	47	16,743	196	28
20	06/04/2026	930505	1	72	24	6	12	0,514	75	15
20	06/04/2026	934619	1	312	24	4	65	1,629	80	5
20	06/04/2026	940467	1	135	15	13	25	1	117	9
20	06/04/2026	944984	1	1394	50	3	74	5,4	84	12
20	06/04/2026	949330	1	343	15	14	29	1,257	78	13
20	06/04/2026	951302	1	1800	150	2	204	5,114	180	15
20	06/04/2026	952736	1	1442	40	7	683	22,371	36	12
20	06/04/2026	952910	1	541	24	0	28	0,743	288	16
20	06/04/2026	952989	1	1200	24	0	81	2,229	288	16
20	06/04/2026	960144	1	457	24	3	102	10,257	108	18
20	06/04/2026	970631	1	72	12	4	21	1,429	448	28
20	06/04/2026	971478	1	4160	32	10	12	24,657	90	15
20	06/04/2026	974059	1	2280	180	3	94	10,143	144	12
20	06/04/2026	976701	2	810	6	21	36	0,514	60	15
20	06/04/2026	981606	1	524	14	9	95	5,686	35	7
20	06/04/2026	983617	1	144	12	1	21	1,429	84	7
20	06/04/2026	993821	1	1302	27	7	35	1,4	170	10
20	06/04/2026	998307	1	189	27	4	86	2,743	162	18
21	06/04/2026	10283	15	5055	8	240	606	34,486	75	15
21	06/04/2026	181907	3	8934	12	13	230	59,771	264	22
21	06/04/2026	197755	8	9985	12	19	-40	76,257	308	28
21	06/04/2026	197779	2	8455	12	4	116	39,914	308	28
21	06/04/2026	290647	2	3877	6	12	529	13,743	315	45
21	06/04/2026	316545	5	6357	12	31	109	64,086	144	24
21	06/04/2026	618908	5	4877	6	10	72	18,371	590	59
21	06/04/2026	633123	5	5459	8	70	152	8,486	75	15
21	06/04/2026	760560	1	600	6	3	-1	0,114	150	25
21	06/04/2026	17141	4	4200	12	14	0	0		
21	06/04/2026	110181	10	24880	27	111	194	54,4	90	15
21	06/04/2026	150941	5	51789	27	28	694	58,514	165	15
21	06/04/2026	220200	2	28680	27	11	-39	33,057	165	15
21	06/04/2026	233569	5	15957	27	28	946	95,857	105	15
21	06/04/2026	290609	5	66374	27	28	1770,46	98,971	180	15
21	06/04/2026	296434	1	1566	27	5	87	3,286	150	15
21	06/04/2026	540346	10	33117	27	49	2338	78,057	180	15
21	06/04/2026	4312	1	1596	6	2	58	2,114	540	12
21	06/04/2026	10034	4	641	6	50	36	2,257	80	20
21	06/04/2026	10036	2	263	6	25	16	0,771	80	20
21	06/04/2026	10085	2	393	8	28	10	11,371	75	15
21	06/04/2026	10253	1	1692	36	15	50	3,914	60	10
21	06/04/2026	10481	2	228	12	9	22	4,629	110	22
21	06/04/2026	11047	1	618	15	8	2	0,714	65	13
21	06/04/2026	11123	1	684	12	2	10	2,343	30	6
21	06/04/2026	11246	1	612	18	5	68	0,943	192	8
21	06/04/2026	11247	1	5166	18	5	133	4,743	192	8
21	06/04/2026	11388	2	468	4	2	62	1,971	40	5
21	06/04/2026	11842	1	24	12	12	9	0,086	75	15
21	06/04/2026	12386	1	564	12	18	28	1,514	56	14
21	06/04/2026	13796	1	492	12	6	32	1,571	108	18
21	06/04/2026	14569	1	276	9	3	125	6,086	40	8
21	06/04/2026	14640	1	196	4	0	10	0,8	390	39
21	06/04/2026	14727	1	841	6	8	51	1,343	65	13
21	06/04/2026	15049	1	156	12	0	44	1,4	85	17
21	06/04/2026	15189	7	929	2	73	57	3,829	96	24
21	06/04/2026	15470	1	720	24	7	0	1,486	40	5
21	06/04/2026	15472	1	744	24	7	0	0,657	40	5
21	06/04/2026	15476	1	696	24	7	0	1,371	56	7
21	06/04/2026	16100	1	1360	80	4	87	6,086	24	4
21	06/04/2026	16900	1	1200	24	6	66	0,829	144	16
21	06/04/2026	16904	1	1632	24	6	55	2,486	144	16
21	06/04/2026	17062	3	96	6	0	0	1,829		
21	06/04/2026	19552	1	2448	72	7	126	11,914	78	13
21	06/04/2026	22637	1	4597	24	5	6	7,857	100	0
21	06/04/2026	24853	1	1700	10	11	0	16,029	100	10
21	06/04/2026	28639	1	576	24	13	33	1,286	70	14
21	06/04/2026	30236	2	11183	24	25	916	50,057	84	12
21	06/04/2026	30397	1	2416	54	7	473	13,8	126	18
21	06/04/2026	31066	1	1225	24	6	86	12,629	140	10
21	06/04/2026	31455	2	5922	12	13	606	28,686	150	15
21	06/04/2026	33008	1	84	12	13	14	0,943	40	10
21	06/04/2026	43779	1	299	20	10	57	6,114	54	6
21	06/04/2026	46473	1	175	20	10	83	4,229	18	6
21	06/04/2026	67300	1	684	12	6	41	1,857	108	18
21	06/04/2026	81016	1	240	24	13	50	1,771	54	9
21	06/04/2026	100625	2	625	12	6	41	3,686	70	14
21	06/04/2026	103121	1	80	24	2	51	3,371	144	6
21	06/04/2026	103268	1	1095	15	6	11	1,714	75	15
21	06/04/2026	106412	1	3030	40	3	3	16,914	50	10
21	06/04/2026	106894	1	5845	10	5	227	17,943	88	11
21	06/04/2026	108416	3	247	6	18	365	27,514	40	10
21	06/04/2026	116138	1	276	12	10	33	0,257	150	25
21	06/04/2026	118149	1	3295	27	6	26	2,8	165	15
21	06/04/2026	118514	1	3050	6	13	60	4,286	80	20
21	06/04/2026	121668	1	265	12	12	8	0,343	406	14
21	06/04/2026	129985	1	900	12	8	30	0,629	50	10
21	06/04/2026	141246	1	1290	6	12	60	2,829	80	20
21	06/04/2026	141277	2	2017	6	6	46	2,486	640	40
21	06/04/2026	141338	1	602	12	12	15	0,429	75	15
21	06/04/2026	143264	2	565	6	25	47	0,771	100	20
21	06/04/2026	149471	2	564	6	13	91	2,486	30	3
21	06/04/2026	155144	1	792	12	11	8	1,486	275	11
21	06/04/2026	155403	2	720	12	4	151	6	1200	40
21	06/04/2026	155717	1	4360	40	4	56	4	40	10
21	06/04/2026	160148	1	500	20	15	52	3,971	60	12
21	06/04/2026	172707	1	5250	25	10	52	5,286	70	7
21	06/04/2026	175852	1	896	15	2	54	1,971	35	7
21	06/04/2026	175906	1	302	25	2	35	1,143	35	7
21	06/04/2026	177924	1	96	12	22	9	0,486	60	15
21	06/04/2026	180870	1	72	12	13	45	2,057	77	11
21	06/04/2026	180924	1	420	15	6	15	0,029	77	11
21	06/04/2026	181150	1	624	12	15	31	1,343	56	14
21	06/04/2026	181914	2	1380	6	18	-147	30,343	110	22
21	06/04/2026	182539	1	984	24	4	23	1,429	220	22
21	06/04/2026	188005	1	389	12	15	16	0,486	60	15
21	06/04/2026	196239	1	807	10	10	28	5,371	98	14
21	06/04/2026	207973	2	1263	12	26	509	9,257	85	17
21	06/04/2026	207980	1	2020	12	13	147	6,343	85	17
21	06/04/2026	228985	1	388	4	13	34	2,086	52	13
21	06/04/2026	229241	1	216	12	7	21	0,2	120	20
21	06/04/2026	232463	1	614	12	15	36	1,486	60	15
21	06/04/2026	233101	1	888	12	15	86	4,371	60	15
21	06/04/2026	235792	1	850	25	10	0	1,8	40	5
21	06/04/2026	248754	1	1268	27	6	219	9,2	247	19
21	06/04/2026	248839	1	1224	12	13	58	1,229	85	17
21	06/04/2026	250719	1	1428	12	13	52	0,229	56	14
21	06/04/2026	262644	1	516	20	20	27	0,229	30	5
21	06/04/2026	272254	1	1427	10	5	110	5,886	96	12
21	06/04/2026	298230	2	3873	12	20	81	16,629	90	15
21	06/04/2026	300292	1	1392	24	5	59	4,914	160	20
21	06/04/2026	305990	1	3298	50	8	401	7,257	160	16
21	06/04/2026	308915	3	1118	6	19	195	6,971	160	32
21	06/04/2026	326742	1	1409	8	4	66	3,229	40	4
21	06/04/2026	339117	1	1782	20	16	134	9,714	60	12
21	06/04/2026	342698	1	2539	12	13	40	7,571	60	12
21	06/04/2026	351140	3	919	6	56	348	16	60	15
21	06/04/2026	376389	1	155	20	10	41	2,229	42	7
21	06/04/2026	396356	1	1464	24	10	29	1,371	48	8
21	06/04/2026	404853	1	420	12	12	6	0,457	75	15
21	06/04/2026	404860	1	516	12	7	26	1,114	75	15
21	06/04/2026	438094	2	1193	10	9	139	11,543	432	27
21	06/04/2026	452885	1	479	12	9	67	2,771	90	18
21	06/04/2026	472388	1	121	12	2	29	0,686	100	10
21	06/04/2026	479516	1	210	6	6	32	1,429	136	34
21	06/04/2026	511049	1	5752	8	17	273	4,629	40	10
21	06/04/2026	514880	1	671	6	2	2	0,857	240	60
21	06/04/2026	540346	5	33117	27	24	2338	78,057	180	15
21	06/04/2026	586160	1	704	16	8	142	5,914	30	3
21	06/04/2026	592130	1	139	6	15	75	5,829	25	5
21	06/04/2026	596855	2	1451	8	10	154	4,114	25	5
21	06/04/2026	602075	3	1943	6	18	99	10	150	30
21	06/04/2026	615273	1	2424	24	13	43	6,971	50	10
21	06/04/2026	622349	3	3024	6	3	72	14,057	826	59
21	06/04/2026	625500	1	192	32	13	39	0,743	104	13
21	06/04/2026	629669	1	424	12	6	119	6,514	50	10
21	06/04/2026	629683	2	240	6	15	157	4,771	20	2
21	06/04/2026	634274	1	383	12	3	146	5,886	250	25
21	06/04/2026	641449	1	1950	150	0	37	4,343	150	15
21	06/04/2026	641463	1	2100	150	0	62	11,2	150	15
21	06/04/2026	641500	1	2236	150	0	116	10,2	150	15
21	06/04/2026	643047	1	810	6	13	59	2,457	100	20
21	06/04/2026	644105	1	2246	65	4	215	21,514	52	13
21	06/04/2026	657778	7	3793	8	112	25	17,857	75	15
21	06/04/2026	659703	1	2232	24	3	155	19,343	15	5
21	06/04/2026	676991	1	189	9	2	110	8,771	110	10
21	06/04/2026	695237	2	1807	6	17	94	5,371	140	28
21	06/04/2026	695244	1	322	6	8	11	0,143	112	28
21	06/04/2026	695251	2	607	6	16	-1	0,8	112	28
21	06/04/2026	705417	1	85	15	4	138	5,229	60	10
21	06/04/2026	707879	1	1524	6	4	113	3,857	35	7
21	06/04/2026	715843	7	8573	30	65	738	93,486	50	10
21	06/04/2026	719155	3	377	6	37	27	0,829	100	20
21	06/04/2026	719179	1	729	6	12	29	2,171	100	20
21	06/04/2026	741279	1	41	10	5	11	0,057	210	21
21	06/04/2026	750158	2	955	10	20	656	10	100	10
21	06/04/2026	755498	1	1551	6	14	83	7	80	16
21	06/04/2026	760225	1	642	20	2	65	3,143	40	8
21	06/04/2026	763271	1	577	6	1	27	0,8	3481	59
21	06/04/2026	776691	1	1582	72	7	20	8,114	162	18
21	06/04/2026	782371	1	510	6	12	17	0,771	52	13
21	06/04/2026	783781	1	336	6	9	29	1,514	88	22
21	06/04/2026	783798	1	430	18	4	10	3,029	252	28
21	06/04/2026	790123	1	720	36	6	56	3,543	96	16
21	06/04/2026	798426	1	1440	24	9	23	1,4	104	13
21	06/04/2026	806954	1	40	40	15	201	0,514	49	7
21	06/04/2026	870740	1	108	27	6	519	14,6	171	19
21	06/04/2026	885515	1	528	12	2	15	0,286	112	8
21	06/04/2026	885669	1	133	12	1	14	0	112	8
21	06/04/2026	891219	1	800	40	5	47	2,486	105	15
21	06/04/2026	892643	3	1154	6	18	134	4,571	140	28
21	06/04/2026	896191	1	329	15	6	15	0	289	17
21	06/04/2026	897389	1	1951	12	13	148	7,2	33	11
21	06/04/2026	905053	1	2080	40	3	6	7,029	133	19
21	06/04/2026	906203	1	111	8	14	13	0,229	153	9
21	06/04/2026	906999	1	611	24	11	120	3,914	288	12
21	06/04/2026	907767	1	144	12	12	35	0,571	55	11
21	06/04/2026	910712	1	405	15	6	29	1,229	136	17
21	06/04/2026	910743	1	1750	24	17	39	3,143	48	12
21	06/04/2026	916943	1	173	12	4	59	2,514	220	22
21	06/04/2026	917896	1	4404	12	10	480	27,314	70	14
21	06/04/2026	924825	1	1973	30	9	160	41,171	105	15
21	06/04/2026	930475	1	984	24	7	1	0	195	13
21	06/04/2026	944977	1	794	50	3	69	5,714	96	12
21	06/04/2026	952989	1	1200	24	0	81	2,229	288	16
21	06/04/2026	960151	1	648	12	6	7	0,4	150	15
21	06/04/2026	973960	1	881	180	3	137	8,229	144	12
21	06/04/2026	975087	3	1016	6	20	66	1,257	30	3
21	06/04/2026	983556	1	121	12	1	30	0,371	84	7
21	06/04/2026	984874	1	398	27	0	192	7,514	180	15
21	06/04/2026	994187	1	2628	18	2	21	6,286	70	10
21	06/04/2026	994194	1	3951	18	2	9	14,314	80	10
21	06/04/2026	998307	1	189	27	4	86	2,743	162	18
22	31/03/2026	16925	2	7363	48	9	103	5,257	133	19
22	02/04/2026	160209	1	2224	30	15	85	5,057	72	8
22	06/04/2026	197755	20	9985	12	48	-40	76,257	308	28
22	06/04/2026	197779	20	8455	12	48	116	39,914	308	28
22	06/04/2026	316545	10	6357	12	63	109	64,086	144	24
22	06/04/2026	488327	10	12134	12	59	575	32,857	220	22
22	06/04/2026	544160	10	6813	6	39	31	27,114	280	40
22	06/04/2026	633123	5	5459	8	70	152	8,486	75	15
22	06/04/2026	760560	2	600	6	7	-1	0,114	150	25
22	06/04/2026	819886	1	208	10	10	20	0,486	40	5
22	06/04/2026	832526	1	2040	12	9	0	0,886	0	25
22	06/04/2026	854092	2	404	8	27	13	0,971	50	10
22	06/04/2026	906791	1	203	6	3	0	0,514	112	28
22	06/04/2026	931502	1	2880	36	4	0	1,057	336	21
22	06/04/2026	939904	1	251	12	3	26	1,6	280	40
22	06/04/2026	989770	1	684	12	3	45	1,714	100	10
22	06/04/2026	17141	10	4200	12	36	0	0		
22	06/04/2026	110181	10	24880	27	111	194	54,4	90	15
22	06/04/2026	150941	30	51789	27	170	694	58,514	165	15
22	06/04/2026	233569	10	15957	27	57	946	95,857	105	15
22	06/04/2026	290609	45	66374	27	259	1770,46	98,971	180	15
22	06/04/2026	329644	1	1253	27	10	113	0	84	14
22	06/04/2026	540346	30	33117	27	149	2338	78,057	180	15
22	06/04/2026	4312	4	1596	6	8	58	2,114	540	12
22	06/04/2026	10033	2	1285	12	12	32	0,943	220	22
22	06/04/2026	10034	2	641	6	25	36	2,257	80	20
22	06/04/2026	10052	1	600	12	0	82	3,314	72	12
22	06/04/2026	10253	1	1692	36	15	50	3,914	60	10
22	06/04/2026	10302	1	49	6	8	13	0,143	50	10
22	06/04/2026	10306	4	513	6	51	87	5,229	100	20
22	06/04/2026	10445	1	124	6	1	32	1,114	420	15
22	06/04/2026	10481	2	228	12	9	22	4,629	110	22
22	06/04/2026	10515	1	258	6	7	3	0,114	32	4
22	06/04/2026	10661	1	204	6	5	6	0,171	192	32
22	06/04/2026	10797	1	42	6	8	5	0,2	120	30
22	06/04/2026	10825	3	1398	6	6	58	8,6	540	45
22	06/04/2026	10879	1	72	12	6	22	0	50	10
22	06/04/2026	11043	1	343	6	3	0	0	160	32
22	06/04/2026	11050	1	768	12	12	86	1,2	60	10
22	06/04/2026	11125	1	1440	36	7	35	1,886	50	10
22	06/04/2026	11166	1	90	9	15	68	1,543	50	10
22	06/04/2026	11168	1	288	9	15	18	0,543	40	10
22	06/04/2026	11209	3	576	4	39	74	1,971	64	16
22	06/04/2026	11213	1	409	12	6	18	0,857	60	10
22	06/04/2026	11388	3	468	4	3	62	1,971	40	5
22	06/04/2026	11863	1	744	24	7	25	0	200	20
22	06/04/2026	12386	1	564	12	18	28	1,514	56	14
22	06/04/2026	12528	2	2997	12	8	85	3,686	261	29
22	06/04/2026	12590	1	557	16	1920	16	2,229	100	10
22	06/04/2026	12704	2	456	12	149	32	1,571	40	8
22	06/04/2026	12964	1	797	6	1	12	0,171	280	28
22	06/04/2026	13670	5	2324	6	28	130	3,886	192	32
22	06/04/2026	13984	1	48	6	4	13	0,143	125	25
22	06/04/2026	14007	1	886	12	17	93	3,457	44	11
22	06/04/2026	14088	1	119	12	3	22	1	260	26
22	06/04/2026	14684	1	218	20	0	19	0,6	100	10
22	06/04/2026	15308	1	291	12	2	67	1,686	400	40
22	06/04/2026	15310	1	324	12	2	30	0,514	400	40
22	06/04/2026	15465	1	299	16	7	111	4	40	10
22	06/04/2026	15644	1	216	6	6	9	0,286	280	28
22	06/04/2026	16100	1	1360	80	4	87	6,086	24	4
22	06/04/2026	16502	1	1007	42	2	105	0,6	135	15
22	06/04/2026	16503	1	3235	42	2	49	1,343	135	15
22	06/04/2026	16592	1	3708	12	0	93	6,4	0	0
22	06/04/2026	17062	7	96	6	0	0	1,829		
22	06/04/2026	19088	1	1033	12	4	6	0,343	35	5
22	06/04/2026	23061	2	8382	25	20	15	28,229	70	7
22	06/04/2026	23665	4	11154	10	22	327	39,371	96	12
22	06/04/2026	28639	1	576	24	13	33	1,286	70	14
22	06/04/2026	31066	1	1225	24	6	86	12,629	140	10
22	06/04/2026	32858	1	841	24	7	68	3,771	108	18
22	06/04/2026	33008	1	84	12	13	14	0,943	40	10
22	06/04/2026	34142	1	239	48	3	1	1,914	80	10
22	06/04/2026	34234	1	1102	48	3	73	6,971	80	10
22	06/04/2026	40358	2	2110	10	11	0	3,743	70	10
22	06/04/2026	43779	2	299	20	20	57	6,114	54	6
22	06/04/2026	44486	1	835	30	15	24	7,8	72	9
22	06/04/2026	45322	1	197	20	10	44	1,343	54	6
22	06/04/2026	46961	1	3100	50	4	50	7,371	48	6
22	06/04/2026	74001	1	273	12	6	27	0,914	132	22
22	06/04/2026	100397	1	427	12	0	0	0	48	8
22	06/04/2026	100540	3	560	8	25	113	4,314	25	5
22	06/04/2026	101271	1	731	12	11	36	1,343	56	14
22	06/04/2026	102209	1	492	12	12	30	1,829	48	8
